         time |     flux | uncertainty
 128.96586233 | 401078.0 |     91.5489
128.966543451 | 401121.0 |     91.5532
128.967224672 | 401115.0 |     91.5521
128.967905794 | 401124.0 |     91.5519
128.968586915 | 401159.0 |     91.5577
128.969268137 | 401218.0 |     91.5619
128.969949258 | 401119.0 |     91.5519
128.970630279 | 400955.0 |     91.5372
128.971311501 | 401031.0 |     91.5451
128.971992622 | 401076.0 |     91.5487
128.972673743 | 401248.0 |     91.5635
128.973354865 | 401066.0 |     91.5478
128.974036086 | 401157.0 |     91.5555
128.974717207 | 401095.0 |     91.5489
128.975398429 | 400966.0 |     91.5355
 128.97607945 | 401150.0 |     91.5548
128.976760571 | 401222.0 |     91.5624
128.977441693 | 401160.0 |     91.5554
128.978122914 | 401166.0 |     91.5561
128.978804035 | 400947.0 |     91.5347
128.979485257 | 400928.0 |     91.5318
128.980166378 | 401187.0 |     91.5571
  128.9808475 | 401206.0 |     91.5602
128.981528521 | 401189.0 |     91.5601
128.982209742 | 401199.0 |     91.5593
128.982890864 | 401229.0 |      91.562
128.983572085 | 401249.0 |     91.5661
128.984253206 | 401037.0 |     91.5462
128.984934328 | 400999.0 |     91.5392
128.985615549 | 401144.0 |     91.5552
 128.98629667 | 401116.0 |     91.5501
128.986977692 | 401151.0 |     91.5553
128.987658913 | 400999.0 |     91.5403
128.988340034 | 401103.0 |     91.5518
128.989021156 | 401177.0 |     91.5584
128.989702377 | 401132.0 |      91.554
128.990383498 | 401048.0 |     91.5455
 128.99106462 | 401138.0 |     91.5535
128.991745741 | 401036.0 |     91.5436
128.992426862 | 401105.0 |     91.5507
128.993107984 | 401237.0 |      91.564
128.993789105 | 401028.0 |     91.5417
128.994470327 | 400982.0 |     91.5389
128.995151448 | 401157.0 |     91.5535
128.995832569 | 400933.0 |     91.5335
128.996513691 | 401131.0 |     91.5533
128.997194912 | 401102.0 |     91.5488
128.997875933 | 401036.0 |     91.5436
128.998557155 | 400903.0 |     91.5328
128.999238276 | 401156.0 |     91.5567
128.999919397 | 401065.0 |     91.5471
129.000600519 | 401203.0 |     91.5609
 129.00128174 | 401160.0 |     91.5568
129.001962861 | 401183.0 |      91.558
129.002643983 | 401206.0 |     91.5618
129.003325104 | 401196.0 |     91.5569
129.004006225 | 401108.0 |     91.5506
129.004687347 | 401194.0 |     91.5588
129.005368568 | 401292.0 |     91.5691
129.006049689 | 401043.0 |     91.5432
129.006730811 | 401278.0 |     91.5666
129.007412032 | 401112.0 |     91.5493
129.008093154 | 400864.0 |     91.5254
129.008774175 | 401129.0 |     91.5532
129.009455396 | 401131.0 |     91.5534
129.010136518 | 401080.0 |     91.5489
129.010817639 | 400966.0 |     91.5373
 129.01149886 | 401194.0 |     91.5588
129.012179982 | 401201.0 |       91.56
129.012861203 | 401196.0 |     91.5581
129.013542324 | 401130.0 |     91.5527
129.014223346 | 401042.0 |     91.5441
129.014904467 | 401146.0 |     91.5551
129.015585688 | 401145.0 |     91.5544
 129.01626681 | 401218.0 |     91.5617
129.016948031 | 401123.0 |      91.552
129.017629152 | 401228.0 |     91.5616
129.018310274 | 401036.0 |     91.5427
129.018991395 | 401097.0 |     91.5493
129.019672516 | 401292.0 |     91.5692
129.020353638 | 401117.0 |      91.551
129.021034759 | 401103.0 |     91.5498
129.021715981 | 401161.0 |      91.557
129.022397102 | 401271.0 |     91.5685
129.023078223 | 400926.0 |     91.5344
129.023759445 | 401274.0 |     91.5661
129.024440566 | 400978.0 |     91.5383
129.025121687 | 401261.0 |     91.5646
129.025802809 | 400990.0 |     91.5378
 129.02648393 | 401036.0 |     91.5437
129.027165051 | 401125.0 |     91.5513
129.027846173 | 401103.0 |     91.5513
129.028527394 | 401157.0 |     91.5553
129.029208515 | 401282.0 |     91.5682
129.029889637 | 401072.0 |     91.5488
129.030570858 | 401128.0 |     91.5533
129.031251879 | 401037.0 |     91.5445
129.031933001 | 401169.0 |     91.5576
129.032614122 | 401067.0 |     91.5465
129.033295343 | 401199.0 |     91.5574
129.033976465 | 401205.0 |     91.5594
129.034657686 | 401109.0 |     91.5517
129.035338808 | 401113.0 |     91.5507
129.036019929 | 401092.0 |     91.5484
 129.03670095 | 401053.0 |     91.5451
129.037382172 | 401042.0 |      91.543
129.038063293 | 401101.0 |     91.5505
129.038744514 | 401124.0 |     91.5539
129.039425636 | 401247.0 |     91.5627
129.040106757 | 401261.0 |     91.5649
129.040787978 | 401079.0 |     91.5462
  129.0414691 | 401134.0 |     91.5519
129.042150121 | 401154.0 |     91.5546
129.042831342 | 401180.0 |     91.5598
129.043512464 | 401188.0 |     91.5583
129.044193585 | 401124.0 |     91.5522
129.044874806 | 401056.0 |     91.5461
129.045555928 | 401253.0 |     91.5644
129.046237049 | 400796.0 |     91.5202
 129.04691827 | 401248.0 |     91.5663
129.047599292 | 401247.0 |     91.5631
129.048280413 | 401010.0 |     91.5419
129.048961634 | 401160.0 |     91.5558
129.049642756 | 401210.0 |     91.5602
129.050323877 | 401174.0 |     91.5557
129.051005098 | 400923.0 |     91.5317
 129.05168622 | 400975.0 |     91.5363
129.052367341 | 401115.0 |     91.5519
129.053048462 | 401000.0 |     91.5396
129.053729584 | 401111.0 |     91.5496
129.054410705 | 401115.0 |     91.5522
129.055091826 | 401162.0 |     91.5554
129.055773048 | 401191.0 |     91.5582
129.056454169 | 401103.0 |     91.5482
129.057135291 | 401013.0 |     91.5421
129.057816512 | 401061.0 |     91.5447
129.058497533 | 401053.0 |     91.5479
129.059178655 | 401197.0 |     91.5591
129.059859776 | 401087.0 |     91.5479
129.060540997 | 401092.0 |     91.5488
129.061222119 | 401104.0 |      91.551
 129.06190324 | 401012.0 |     91.5407
129.062584461 | 401016.0 |      91.542
129.063265583 | 400972.0 |     91.5349
129.063946604 | 401408.0 |     91.5813
129.064627825 | 401014.0 |     91.5429
129.065308947 | 401307.0 |      91.571
129.065990068 | 401144.0 |     91.5529
129.066671289 | 401181.0 |     91.5654
129.067352411 | 401104.0 |     91.5518
129.068033632 | 401007.0 |     91.5418
129.068714753 | 401130.0 |     91.5505
129.069395775 | 401144.0 |     91.5534
129.070076896 | 401099.0 |     91.5518
129.070758117 | 401034.0 |     91.5441
129.071439239 | 401157.0 |     91.5564
 129.07212036 | 401218.0 |     91.5616
129.072801581 | 401060.0 |     91.5476
129.073482703 | 401124.0 |     91.5527
129.074163924 | 401116.0 |     91.5528
129.074844945 | 401144.0 |     91.5547
129.075526067 | 401043.0 |     91.5445
129.076207188 | 401201.0 |     91.5594
 129.07688841 | 401106.0 |     91.5506
129.077569531 | 401096.0 |      91.551
129.078250752 | 401145.0 |     91.5568
129.078931874 | 401008.0 |     91.5418
129.079612995 | 400886.0 |       91.53
129.080294016 | 401079.0 |     91.5492
129.080975238 | 401042.0 |     91.5442
129.081656359 | 401193.0 |     91.5574
 129.08233748 | 401047.0 |     91.5459
129.083018702 | 401138.0 |     91.5543
129.083699823 | 401146.0 |     91.5548
129.084380944 | 401200.0 |     91.5583
129.085062166 | 401190.0 |     91.5597
129.085743187 | 401062.0 |     91.5474
129.086424308 | 401247.0 |     91.5645
 129.08710553 | 401285.0 |     91.5697
129.087786651 | 401153.0 |     91.5567
129.088467772 | 401275.0 |     91.5678
129.089148894 | 401095.0 |     91.5504
129.089830115 | 401194.0 |     91.5597
129.090511236 | 401151.0 |     91.5554
129.091192258 | 400851.0 |     91.5229
129.091873479 | 401102.0 |       91.55
  129.0925546 | 401196.0 |     91.5612
129.093235722 | 401119.0 |     91.5513
129.093916943 | 401166.0 |     91.5568
129.094598064 | 401221.0 |     91.5627
129.095279186 | 401281.0 |     91.5677
129.095960407 | 400985.0 |     91.5397
129.096641428 | 401130.0 |     91.5521
 129.09732255 | 401196.0 |     91.5609
129.098003771 | 401126.0 |     91.5511
129.098684892 | 401048.0 |     91.5459
129.099366014 | 401146.0 |     91.5564
129.100047235 | 401120.0 |     91.5523
129.100728356 | 401096.0 |     91.5483
129.101409578 | 401152.0 |     91.5564
129.102090699 | 401145.0 |     91.5549
 129.10277172 | 401089.0 |     91.5516
129.103452842 | 401348.0 |     91.5753
129.104134063 | 401085.0 |     91.5496
129.104815184 | 401028.0 |     91.5424
129.105496406 | 401125.0 |     91.5512
129.106177527 | 401235.0 |     91.5632
129.106858649 | 401070.0 |     91.5475
 129.10753987 | 401012.0 |     91.5428
129.108220891 | 401025.0 |     91.5426
129.108902013 | 401277.0 |     91.5673
129.109583134 | 401207.0 |     91.5606
129.110264355 | 401168.0 |     91.5559
129.110945477 | 401093.0 |     91.5495
129.111626598 | 401313.0 |     91.5717
129.112307819 | 401163.0 |     91.5574
129.112988941 | 401153.0 |      91.553
129.113669962 | 401210.0 |     91.5801
129.114351183 | 401203.0 |       91.56
129.115032305 | 401204.0 |     91.5599
129.115713426 | 401057.0 |     91.5457
129.116394547 | 401184.0 |     91.5566
129.117075769 | 401096.0 |      91.549
 129.11775689 | 401077.0 |     91.5475
129.118438011 | 401245.0 |     91.5655
129.119119133 | 401168.0 |     91.5554
129.119800254 | 401314.0 |      91.571
129.120481375 | 401100.0 |     91.5504
129.121162597 | 401178.0 |     91.5576
129.121843718 | 401196.0 |     91.5577
129.122524839 | 401144.0 |     91.5534
129.123206061 | 401012.0 |     91.5415
129.123887182 | 401028.0 |     91.5425
129.124568203 | 401222.0 |     91.5822
129.125249325 | 401086.0 |     91.5462
129.125930546 | 401169.0 |     91.5561
129.126611667 | 400984.0 |     91.5395
129.127292889 | 401012.0 |     91.5407
 129.12797401 | 401144.0 |     91.5527
129.128655131 | 401024.0 |       91.54
129.129336353 | 401116.0 |     91.5511
129.130017374 | 401139.0 |     91.5565
129.130698495 | 401148.0 |     91.5535
129.131379717 | 401131.0 |     91.5553
129.132060838 | 400981.0 |     91.5375
129.132741959 | 401032.0 |      91.545
129.133423181 | 401030.0 |     91.5451
129.134104302 | 401166.0 |     91.5566
129.134785423 | 400944.0 |     91.5334
129.135466445 | 401134.0 |     91.5533
129.136147666 | 401112.0 |     91.5518
129.136828787 | 401066.0 |     91.5479
129.137510009 | 400978.0 |     91.5389
 129.13819113 | 401197.0 |     91.5592
129.138872251 | 401059.0 |     91.5474
129.139553473 | 401047.0 |     91.5438
129.140234594 | 401228.0 |     91.5637
129.140915615 | 401138.0 |     91.5527
129.141596837 | 401123.0 |     91.5536
129.142277958 | 401058.0 |     91.5445
129.142959079 | 401131.0 |     91.5522
129.143640201 | 401021.0 |     91.5436
129.144321422 | 400925.0 |      91.533
129.145002544 | 401118.0 |      91.556
129.145683665 | 401149.0 |     91.5551
129.146364786 | 401106.0 |     91.5499
129.147045908 | 401018.0 |     91.5405
129.147727029 | 401230.0 |     91.5628
 129.14840825 | 401050.0 |     91.5462
129.149089371 | 401022.0 |     91.5425
129.149770493 | 401084.0 |     91.5481
129.150451614 | 401182.0 |      91.559
129.151132835 | 401319.0 |     91.5724
129.151813857 | 401104.0 |     91.5503
129.152494978 | 401155.0 |     91.5552
  129.1531762 | 401141.0 |     91.5528
129.153857321 | 401079.0 |     91.5471
129.154538442 | 401541.0 |     91.5935
129.155219664 | 401098.0 |     91.5506
129.155900785 | 401098.0 |     91.5486
129.156582006 | 401072.0 |      91.548
129.157263028 | 401137.0 |     91.5548
129.157944149 | 400935.0 |     91.5339
 129.15862527 | 401298.0 |     91.5702
129.159306492 | 401144.0 |     91.5523
129.159987613 | 401171.0 |     91.5582
129.160668734 | 401142.0 |     91.5562
129.161349956 | 400978.0 |     91.5377
129.162031077 | 401244.0 |     91.5648
129.162712098 | 401147.0 |     91.5565
 129.16339332 | 401287.0 |     91.5678
129.164074441 | 401184.0 |     91.5589
129.164755562 | 401104.0 |     91.5488
129.165436784 | 401136.0 |     91.5528
129.166117905 | 401002.0 |      91.542
129.166799126 | 401014.0 |     91.5422
129.167480248 | 401102.0 |     91.5497
129.168161269 | 401190.0 |     91.5595
 129.16884239 | 401243.0 |     91.5633
129.169523612 | 401072.0 |     91.5455
129.170204733 | 401060.0 |     91.5468
129.170885954 | 401280.0 |      91.567
129.171567076 | 401100.0 |     91.5492
129.172248197 | 401281.0 |     91.5673
129.172929318 | 401031.0 |     91.5437
 129.17361044 | 401118.0 |     91.5515
129.174972682 | 401183.0 |     91.5585
129.175653904 | 401130.0 |     91.5535
129.176335025 | 401204.0 |     91.5612
129.177016146 | 401214.0 |      91.561
129.177697268 | 401216.0 |     91.5611
129.178378489 | 401377.0 |     91.5777
 129.17905961 | 401130.0 |      91.555
129.179740632 | 401154.0 |     91.5559
129.180421853 | 401218.0 |     91.5613
129.181102974 | 401122.0 |     91.5531
129.181784096 | 401204.0 |       91.56
129.182465317 | 401204.0 |     91.5592
129.183146438 | 401073.0 |     91.5471
 129.18382756 | 401040.0 |     91.5458
129.184508781 | 401144.0 |     91.5554
129.185189802 | 401110.0 |     91.5516
129.185870924 | 401086.0 |     91.5486
129.186552145 | 401100.0 |      91.557
129.187233266 | 401294.0 |     91.5696
129.187914388 | 401079.0 |     91.5487
129.188595609 | 401057.0 |     91.5462
 129.18927673 | 401014.0 |     91.5413
129.189957952 | 401238.0 |     91.5652
129.190638873 | 400842.0 |      91.524
129.191320094 | 401233.0 |     91.5648
129.192001216 | 401099.0 |     91.5493
129.192682437 | 401168.0 |     91.5573
129.193363558 | 401177.0 |     91.5573
 129.19404468 | 401098.0 |     91.5511
129.194725901 | 401131.0 |      91.552
129.195407022 | 401275.0 |     91.5681
129.196088044 | 401093.0 |     91.5491
129.196769265 | 401308.0 |      91.569
129.197450386 | 401221.0 |     91.5632
129.198131508 | 401352.0 |     91.5753
129.198812729 | 401106.0 |     91.5502
 129.19949385 | 401064.0 |     91.5453
129.200174972 | 400937.0 |     91.5328
129.200856193 | 401054.0 |      91.547
129.201537214 | 401215.0 |     91.5615
129.202218336 | 401066.0 |     91.5468
129.202899557 | 401110.0 |     91.5526
129.203580678 | 401172.0 |     91.5567
  129.2042618 | 401247.0 |     91.5647
129.204942921 | 401087.0 |     91.5488
129.205624142 | 400907.0 |     91.5319
129.206305264 | 401137.0 |     91.5561
129.206986385 | 401194.0 |     91.5601
129.207667506 | 401146.0 |     91.5547
129.208348628 | 401056.0 |     91.5439
129.209029749 | 400916.0 |     91.5318
 129.20971097 | 401157.0 |     91.5558
129.210392091 | 401054.0 |     91.5453
129.211073213 | 401174.0 |     91.5569
129.211754434 | 401068.0 |     91.5481
129.212435456 | 401187.0 |     91.5598
129.213116577 | 401102.0 |     91.5506
129.213797698 | 401129.0 |     91.5538
 129.21447892 | 401076.0 |     91.5482
129.215160041 | 401113.0 |     91.5512
129.215841162 | 401057.0 |     91.5455
129.216522383 | 401092.0 |     91.5482
129.217203505 | 401199.0 |     91.5591
129.217884526 | 401103.0 |     91.5516
129.218565747 | 400912.0 |     91.5318
129.219246869 | 401060.0 |     91.5439
 129.21992799 | 401087.0 |     91.5473
129.220609212 | 401234.0 |     91.5633
129.221290333 | 401352.0 |     91.5725
129.221971554 | 401196.0 |     91.5607
129.222652676 | 401168.0 |     91.5541
129.223333697 | 401184.0 |      91.558
129.224014818 | 401254.0 |      91.566
129.224696039 | 401110.0 |     91.5508
129.225377161 | 401163.0 |     91.5558
129.226058382 | 401092.0 |     91.5484
129.226739503 | 401072.0 |     91.5466
129.227420625 | 401112.0 |     91.5503
129.228101846 | 401172.0 |     91.5565
129.228782867 | 401077.0 |     91.5494
129.229463989 | 401108.0 |     91.5596
 129.23014521 | 401168.0 |     91.5575
129.230826331 | 401139.0 |      91.554
129.231507453 | 401054.0 |     91.5453
129.232188674 | 401147.0 |     91.5543
129.232869795 | 401091.0 |      91.548
129.233550917 | 401097.0 |     91.5486
129.234231938 | 401134.0 |     91.5544
129.234913159 | 401111.0 |     91.5508
129.235594281 | 401163.0 |     91.5567
129.236275402 | 400996.0 |     91.5403
129.236956623 | 401188.0 |     91.5589
129.237637745 | 400974.0 |     91.5373
129.238318866 | 401113.0 |     91.5486
129.239000087 | 401136.0 |     91.5529
129.239681109 | 401029.0 |      91.545
 129.24036223 | 401017.0 |     91.5412
129.241043351 | 401107.0 |     91.5505
129.241724573 | 401113.0 |     91.5534
129.242405694 | 401348.0 |      91.575
129.243086815 | 401247.0 |     91.5664
129.243768037 | 401170.0 |     91.5565
129.244449158 | 401248.0 |     91.5665
129.245130179 | 401036.0 |     91.5437
129.245811401 | 401035.0 |     91.5421
129.246492522 | 401039.0 |     91.5442
129.247173643 | 401273.0 |     91.5679
129.247854865 | 401010.0 |     91.5409
129.248535986 | 400926.0 |     91.5325
129.249217107 | 401130.0 |     91.5526
129.249898329 | 401102.0 |     91.5505
 129.25057935 | 401172.0 |     91.5562
129.251260471 | 400981.0 |     91.5392
129.251941693 | 401188.0 |      91.558
129.252622814 | 401118.0 |     91.5516
129.253303935 | 401192.0 |     91.5595
129.253985157 | 401082.0 |     91.5494
129.254666278 | 401118.0 |     91.5521
129.255347499 | 400933.0 |     91.5334
129.256028621 | 401136.0 |     91.5528
129.256709642 | 401265.0 |     91.5656
129.257390763 | 401007.0 |      91.541
129.258071985 | 401210.0 |     91.5597
129.258753106 | 401040.0 |     91.5426
129.259434327 | 401094.0 |     91.5487
129.260115449 | 401206.0 |     91.5618
 129.26079657 | 401102.0 |     91.5511
129.261477691 | 401135.0 |     91.5546
129.262158812 | 401073.0 |     91.5491
129.262839934 | 401266.0 |     91.5652
129.263521055 | 401182.0 |     91.5609
129.264202276 | 401121.0 |     91.5521
129.264883398 | 401134.0 |      91.554
129.265564519 | 401086.0 |     91.5471
129.266245641 | 401059.0 |     91.5453
129.266926862 | 401042.0 |     91.5461
129.267607883 | 401092.0 |     91.5506
129.268289004 | 401226.0 |      91.563
129.268970226 | 400992.0 |     91.5415
129.269651347 | 401096.0 |     91.5487
129.270332468 | 401041.0 |     91.5451
 129.27101369 | 401066.0 |      91.545
129.271694811 | 401199.0 |     91.5611
129.272375932 | 400977.0 |     91.5374
129.273057054 | 401030.0 |     91.5434
129.273738175 | 401191.0 |      91.561
129.274419296 | 401058.0 |     91.5468
129.275100518 | 400902.0 |     91.5294
129.275781639 | 401090.0 |     91.5512
 129.27646276 | 400998.0 |     91.5403
129.277143982 | 401237.0 |     91.5626
129.277825103 | 401192.0 |     91.5584
129.278506124 | 400944.0 |     91.5368
129.279187246 | 401065.0 |      91.546
129.279868467 | 401195.0 |     91.5591
129.280549588 | 401316.0 |     91.5698
 129.28123081 | 400989.0 |     91.5385
129.281911931 | 400926.0 |     91.5327
129.282593052 | 401198.0 |     91.5601
129.283274274 | 401124.0 |     91.5523
129.283955295 | 401145.0 |     91.5548
129.284636416 | 401197.0 |     91.5584
129.285317638 | 401215.0 |     91.5611
129.285998759 | 401198.0 |     91.5589
 129.28667988 | 401329.0 |     91.5714
129.287361102 | 401234.0 |     91.5648
129.288042223 | 401041.0 |      91.544
129.288723344 | 401220.0 |     91.5615
129.289404466 | 400927.0 |     91.5346
129.290085587 | 401154.0 |     91.5561
129.290766708 | 401244.0 |     91.5658
129.291447929 | 401143.0 |     91.5524
129.292129051 | 401204.0 |     91.5579
129.292810172 | 401022.0 |     91.5414
129.293491293 | 401034.0 |     91.5414
129.294172515 | 401099.0 |     91.5501
129.294853536 | 401166.0 |     91.5568
129.295534757 | 401146.0 |     91.5533
129.296215879 | 400972.0 |     91.5363
   129.296897 | 401352.0 |     91.5745
129.297578121 | 401253.0 |      91.564
129.298259343 | 401103.0 |     91.5505
129.298940464 | 401096.0 |     91.5484
129.299621585 | 401033.0 |     91.5445
129.300302707 | 401256.0 |     91.5663
129.300983828 | 401173.0 |     91.5569
129.301664949 | 401106.0 |     91.5496
129.302346071 | 401104.0 |     91.5503
129.303027292 | 401030.0 |     91.5435
129.303708413 | 400854.0 |     91.5231
129.304389535 | 401080.0 |     91.5457
129.305070756 | 401217.0 |     91.5645
129.305751777 | 401250.0 |     91.5822
129.306432899 | 401257.0 |     91.5644
 129.30711412 | 401117.0 |     91.5515
129.307795241 | 401195.0 |     91.5605
129.308476363 | 401165.0 |     91.5549
129.309157584 | 401020.0 |     91.5423
129.309838705 | 401056.0 |     91.5439
129.310519927 | 401282.0 |     91.5676
129.311200948 | 400944.0 |     91.5339
129.311882069 | 400997.0 |     91.5404
 129.31256319 | 401063.0 |     91.5462
129.313244412 | 401219.0 |     91.5621
129.313925533 | 401162.0 |     91.5571
129.314606754 | 400972.0 |     91.5371
129.315287876 | 401278.0 |     91.5669
129.315968997 | 401200.0 |     91.5624
129.316650018 | 401041.0 |     91.5446
 129.31733124 | 400869.0 |     91.5281
129.318012361 | 401065.0 |     91.5468
129.318693582 | 401162.0 |     91.5581
129.319374704 | 400839.0 |     91.5222
129.320055825 | 401202.0 |     91.5579
129.320737046 | 400910.0 |     91.5325
129.321418168 | 401176.0 |     91.5583
129.322099189 | 401063.0 |     91.5462
 129.32278031 | 401196.0 |     91.5608
129.323461532 | 401056.0 |     91.5463
129.324142653 | 401162.0 |     91.5547
129.324823774 | 401155.0 |     91.5536
129.325504996 | 401230.0 |     91.5623
129.326186117 | 401021.0 |     91.5428
129.326867238 | 401045.0 |      91.546
129.327548359 | 401087.0 |     91.5471
129.328229481 | 401112.0 |     91.5526
129.328910602 | 400846.0 |     91.5254
129.329591724 | 401028.0 |     91.5417
129.330272945 | 401038.0 |     91.5447
129.330954066 | 401024.0 |     91.5437
129.331635187 | 401247.0 |     91.5659
129.332316409 | 401186.0 |     91.5577
 129.33299753 | 401263.0 |     91.5669
129.333678551 | 401036.0 |     91.5439
129.334359773 | 401185.0 |     91.5596
129.335040894 | 400901.0 |     91.5292
129.335722015 | 401113.0 |     91.5514
129.336403237 | 401159.0 |     91.5567
129.337084358 | 400803.0 |     91.5207
129.337765479 | 401197.0 |     91.5612
129.338446701 | 401135.0 |     91.5532
129.339127722 | 401036.0 |      91.544
129.339808843 | 401017.0 |     91.5418
129.340490065 | 401209.0 |     91.5589
129.341171186 | 401038.0 |     91.5429
129.341852307 | 401154.0 |     91.5543
129.342533529 | 400987.0 |     91.5378
 129.34321465 | 401085.0 |     91.5488
129.343895871 | 401085.0 |     91.5477
129.344576893 | 401087.0 |      91.549
129.345258014 | 401170.0 |     91.5546
129.345939135 | 401104.0 |     91.5509
129.346620356 | 401212.0 |      91.561
129.347301478 | 401173.0 |     91.5574
129.347982699 | 400910.0 |     91.5298
 129.34866382 | 400993.0 |     91.5411
129.349344942 | 401116.0 |      91.553
129.350025963 | 401217.0 |     91.5605
129.350707184 | 401111.0 |     91.5503
129.351388306 | 400974.0 |     91.5383
129.352069427 | 401084.0 |     91.5491
129.352750648 | 401123.0 |     91.5526
 129.35343177 | 401060.0 |     91.5452
129.354112891 | 401180.0 |     91.5588
129.354794112 | 401145.0 |     91.5537
129.355475134 | 401082.0 |     91.5469
129.356156255 | 401117.0 |     91.5521
129.356837376 | 401150.0 |     91.5537
129.357518598 | 401289.0 |     91.5685
129.358199719 | 400802.0 |      91.557
 129.35888084 | 401255.0 |     91.5644
129.359562061 | 401026.0 |     91.5433
129.360243183 | 401214.0 |      91.561
129.360924204 | 401100.0 |     91.5517
129.361605426 | 401055.0 |     91.5455
129.362286547 | 400945.0 |     91.5351
129.362967668 | 401089.0 |     91.5493
129.363648889 | 401126.0 |     91.5551
129.364330011 | 401144.0 |     91.5542
129.365011132 | 400988.0 |     91.5392
129.365692353 | 401164.0 |     91.5565
129.366373375 | 401216.0 |      91.564
129.367054496 | 401150.0 |     91.5543
129.367735617 | 401200.0 |     91.5622
129.368416839 | 401145.0 |     91.5529
 129.36909796 | 401187.0 |     91.5575
129.369779181 | 401190.0 |     91.5581
129.370460303 | 401141.0 |      91.554
129.371141424 | 401049.0 |      91.545
129.371822445 | 401193.0 |     91.5602
129.372503666 | 401119.0 |     91.5529
129.373184788 | 401146.0 |     91.5533
129.373865909 | 401135.0 |     91.5544
129.374547131 | 401093.0 |     91.5493
129.375228252 | 401183.0 |     91.5599
129.375909473 | 401287.0 |      91.568
129.376590594 | 401189.0 |     91.5573
129.377271616 | 401219.0 |     91.5633
129.377952737 | 401089.0 |     91.5491
129.378633958 | 401148.0 |     91.5544
 129.37931508 | 401028.0 |     91.5651
129.379996301 | 400974.0 |     91.5389
129.380677422 | 401039.0 |     91.5463
129.381358544 | 401136.0 |     91.5536
129.382039765 | 401213.0 |     91.5603
129.382720786 | 401299.0 |      91.571
129.383401908 | 400970.0 |     91.5367
129.384083129 | 400932.0 |     91.5334
 129.38476425 | 401018.0 |     91.5417
129.385445372 | 401128.0 |     91.5534
129.386126493 | 401228.0 |     91.5634
129.386807714 | 401035.0 |     91.5428
129.387488836 | 401028.0 |     91.5424
129.388169857 | 401183.0 |     91.5573
129.388851078 | 401069.0 |     91.5468
129.389532199 | 400980.0 |     91.5383
129.390213321 | 401048.0 |     91.5459
129.390894542 | 401092.0 |     91.5497
129.391575663 | 401118.0 |     91.5514
129.392256785 | 401101.0 |     91.5511
129.392937906 | 401013.0 |     91.5427
129.393619027 | 401029.0 |     91.5418
129.394300149 | 401059.0 |     91.5455
 129.39498127 | 401166.0 |     91.5579
129.395662491 | 401020.0 |     91.5419
129.396343613 | 401001.0 |     91.5411
129.397024734 | 401311.0 |     91.5699
129.397705955 | 401327.0 |     91.5704
129.398387077 | 401061.0 |     91.5451
129.399068098 | 401013.0 |     91.5417
129.399749319 | 401045.0 |     91.5465
 129.40043044 | 401049.0 |     91.5464
129.401111562 | 401083.0 |     91.5479
129.401792783 | 401087.0 |     91.5496
129.402473904 | 401057.0 |     91.5465
129.403155126 | 401152.0 |     91.5554
129.403836247 | 401020.0 |     91.5419
129.404517268 | 401389.0 |     91.5797
 129.40519839 | 401213.0 |     91.5611
129.405879611 | 401142.0 |      91.555
129.406560732 | 401077.0 |     91.5471
129.407241954 | 401193.0 |     91.5596
129.407923075 | 401094.0 |     91.5499
129.409285417 | 400867.0 |     91.5273
129.409966539 | 401036.0 |     91.5453
 129.41064756 | 401227.0 |     91.5625
129.411328682 | 401032.0 |     91.5441
129.412009903 | 401190.0 |     91.5592
129.412691024 | 401083.0 |     91.5491
129.413372145 | 401111.0 |     91.5543
129.414053367 | 401053.0 |     91.5454
129.414734488 | 401223.0 |      91.562
129.415415609 | 401033.0 |     91.5454
129.416096731 | 401165.0 |     91.5568
129.416777852 | 401157.0 |     91.5555
129.417458973 | 401204.0 |     91.5603
129.418140195 | 401128.0 |     91.5543
129.418821316 | 401248.0 |     91.5702
129.419502437 | 401052.0 |     91.5459
129.420183559 | 401122.0 |     91.5518
 129.42086478 | 401288.0 |     91.5699
129.421545801 | 401189.0 |     91.5589
129.422226923 | 401025.0 |     91.5437
129.422908144 | 401063.0 |     91.5464
129.423589265 | 401175.0 |     91.5591
129.424270386 | 401152.0 |     91.5557
129.424951608 | 401113.0 |     91.5515
129.425632729 | 401194.0 |     91.5594
 129.42631385 | 401121.0 |     91.5523
129.426994972 | 401080.0 |     91.5486
129.427676093 | 401171.0 |     91.5571
129.428357214 | 401240.0 |     91.5651
129.429038436 | 401100.0 |      91.551
129.429719557 | 401087.0 |     91.5468
129.430400678 | 400952.0 |      91.537
129.431081899 | 401386.0 |      91.578
129.431763021 | 401126.0 |     91.5519
129.432444042 | 401153.0 |     91.5547
129.433125263 | 401114.0 |     91.5535
129.433806385 | 401220.0 |     91.5614
129.434487506 | 401075.0 |     91.5478
129.435168727 | 401010.0 |     91.5408
129.435849849 | 401212.0 |     91.5617
 129.43653097 | 401065.0 |     91.5487
129.437212191 | 401101.0 |     91.5498
129.437893213 | 401049.0 |     91.5442
129.438574334 | 401215.0 |     91.5628
129.439255555 | 401228.0 |     91.5634
129.439936677 | 401111.0 |     91.5511
129.440617798 | 401028.0 |     91.5446
129.441299019 | 401011.0 |     91.5441
 129.44198014 | 401027.0 |     91.5442
129.442661262 | 400920.0 |     91.5331
